0,2,569,393,68,33,button50,1069,370,44,38,button60
1,2,563,390,68,33,button50,1064,368,44,38,button60
2,2,559,388,68,33,button50,1061,367,44,38,button60
3,2,555,385,68,33,button50,1058,365,44,38,button60
4,2,551,382,68,33,button50,1056,363,44,38,button60
5,2,548,379,69,33,button50,1054,361,44,38,button60
6,2,546,376,69,33,button50,1052,359,44,38,button60
7,2,544,375,69,33,button50,1050,358,44,38,button60
8,2,542,374,68,33,button50,1048,357,44,38,button60
9,2,541,374,68,33,button50,1047,357,44,38,button60
10,2,540,374,68,33,button50,1046,357,44,38,button60
11,2,539,374,68,33,button50,1045,357,44,38,button60
12,2,538,374,68,33,button50,1044,356,44,38,button60
13,2,537,373,68,33,button50,1043,356,44,38,button60
14,2,536,373,68,33,button50,1042,356,44,38,button60
15,2,534,373,68,33,button50,1040,357,44,38,button60
16,2,531,374,68,33,button50,1038,357,44,38,button60
17,2,528,376,69,33,button50,1035,358,44,38,button60
18,2,523,377,69,33,button50,1032,359,44,38,button60
19,2,519,377,69,33,button50,1028,360,44,38,button60
20,2,514,377,69,34,button50,1025,360,44,38,button60
21,2,510,376,69,34,button50,1022,359,44,38,button60
22,2,505,375,70,34,button50,1019,359,44,38,button60
23,2,501,373,70,34,button50,1016,358,44,38,button60
24,2,496,371,70,34,button50,1013,357,45,38,button60
25,2,490,369,71,34,button50,1010,355,44,38,button60
26,2,484,366,71,34,button50,1006,354,44,38,button60
27,2,478,362,72,35,button50,1003,352,45,38,button60
28,2,471,356,72,35,button50,1000,348,45,39,button60
29,2,463,349,73,35,button50,996,343,45,39,button60
30,2,455,343,73,35,button50,992,339,45,39,button60
31,2,451,339,72,35,button50,989,336,45,39,button60
32,2,449,337,72,35,button50,992,334,45,39,button60
33,2,446,334,73,35,button50,993,331,46,39,button60
34,2,441,332,74,36,button50,992,328,46,39,button60
35,2,435,330,74,36,button50,989,325,46,40,button60
36,2,429,330,74,36,button50,986,324,46,40,button60
37,2,424,331,74,36,button50,982,324,46,40,button60
38,2,420,330,75,36,button50,980,325,46,40,button60
39,2,416,328,76,37,button50,978,325,46,40,button60
40,2,411,328,76,37,button50,975,326,46,40,button60
41,2,405,328,77,37,button50,972,327,47,40,button60
42,2,400,329,77,38,button50,969,328,47,40,button60
43,2,396,331,77,38,button50,965,329,47,40,button60
44,2,393,332,77,38,button50,963,330,47,40,button60
45,2,392,332,77,37,button50,962,330,47,40,button60
46,2,390,330,77,37,button50,961,331,47,40,button60
47,2,390,330,77,37,button50,961,331,47,40,button60
48,2,389,329,77,37,button50,961,331,47,41,button60
49,2,387,329,77,37,button50,961,331,47,41,button60
50,2,385,329,77,38,button50,960,331,47,41,button60
51,2,382,328,78,38,button50,958,330,48,41,button60
52,2,380,328,78,38,button50,957,331,48,41,button60
53,2,378,328,78,38,button50,957,331,48,41,button60
54,2,375,327,78,38,button50,955,333,48,41,button60
55,2,372,327,78,38,button50,954,334,48,42,button60
56,2,369,328,78,38,button50,953,335,48,42,button60
57,2,365,328,78,38,button50,951,336,48,42,button60
58,2,360,327,79,38,button50,949,337,49,42,button60
59,2,355,327,79,38,button50,946,337,49,42,button60
60,2,351,327,79,38,button50,943,338,49,42,button60
61,2,348,326,79,38,button50,941,337,49,42,button60
62,2,347,325,78,38,button50,942,337,49,42,button60
63,2,347,323,79,38,button50,944,336,49,42,button60
64,2,346,320,79,38,button50,946,335,49,43,button60
65,2,346,317,79,38,button50,948,334,50,43,button60
66,2,348,314,79,38,button50,951,332,50,43,button60
67,2,349,311,79,38,button50,954,330,50,43,button60
68,2,349,309,79,38,button50,955,328,50,43,button60
69,2,349,304,79,38,button50,957,326,50,43,button60
70,2,349,301,79,38,button50,957,325,50,43,button60
71,2,348,299,79,38,button50,956,325,50,43,button60
72,2,346,298,79,38,button50,956,325,50,43,button60
73,2,343,298,79,38,button50,954,325,50,43,button60
74,2,341,301,80,39,button50,953,326,50,43,button60
75,2,341,306,80,39,button50,953,328,50,43,button60
76,2,343,313,80,39,button50,954,332,50,43,button60
77,2,348,327,79,38,button50,956,339,53,45,button60
78,2,353,341,78,38,button50,960,352,52,45,button60
82,2,367,382,79,30,button51,974,385,48,42,button61
83,2,369,384,79,30,button51,976,386,48,42,button61
84,2,372,389,79,30,button51,978,387,48,42,button61
85,2,377,397,79,30,button51,981,389,48,42,button61
86,2,385,404,78,30,button51,986,391,48,42,button61
87,2,393,410,78,29,button51,992,393,48,42,button61
88,2,400,415,76,29,button51,995,396,48,42,button61
89,2,406,419,76,29,button51,999,397,48,42,button61
90,2,411,421,75,28,button51,1003,398,47,41,button61
91,2,413,421,75,28,button51,1006,397,47,41,button61
92,2,414,422,75,29,button51,1008,397,47,41,button61
93,2,415,423,75,28,button51,1009,396,47,41,button61
94,2,414,422,75,28,button51,1009,395,47,41,button61
95,2,412,419,75,28,button51,1008,393,47,41,button61
96,2,410,413,75,29,button51,1007,391,47,41,button61
97,2,407,404,76,29,button51,1006,386,48,42,button61
98,2,404,395,76,29,button51,1005,379,48,42,button61
99,2,402,387,76,29,button51,1004,374,48,42,button61
100,2,400,379,77,29,button51,1003,368,48,42,button61
101,2,397,372,77,29,button51,1003,364,48,42,button61
102,2,395,365,77,29,button51,1002,360,48,42,button61
103,2,393,359,77,29,button51,1001,356,48,42,button61
104,2,391,354,77,29,button51,1000,353,48,42,button61
105,2,388,344,78,30,button51,999,344,49,43,button61
106,2,387,334,77,29,button51,1000,338,48,42,button61
107,2,385,328,77,29,button51,999,334,48,42,button61
108,2,383,323,77,29,button51,999,330,48,42,button61
109,2,381,320,77,29,button51,998,327,48,42,button61
110,2,380,317,77,29,button51,998,324,48,42,button61
111,2,379,315,77,29,button51,997,322,48,42,button61
112,2,377,313,77,29,button51,995,320,48,42,button61
113,2,374,312,77,29,button51,994,320,49,43,button61
114,2,371,312,78,29,button51,991,319,49,43,button61
115,2,368,313,78,30,button51,989,320,49,43,button61
116,2,365,315,78,29,button51,986,321,49,43,button61
117,2,363,317,77,29,button51,984,322,49,43,button61
118,2,361,318,77,29,button51,982,322,49,43,button61
119,2,360,317,77,29,button51,982,322,49,43,button61
120,2,358,317,77,29,button51,981,323,49,43,button61
121,2,357,315,78,29,button51,981,324,50,43,button61
122,2,356,314,78,30,button51,981,325,50,44,button61
123,2,354,315,78,30,button51,979,326,50,44,button61
124,2,351,316,78,30,button51,978,327,50,44,button61
125,2,348,318,78,30,button51,975,328,51,44,button61
126,2,346,318,78,30,button51,974,329,51,44,button61
127,2,344,318,78,29,button51,972,330,51,44,button61
128,2,341,317,78,29,button51,970,330,51,45,button61
129,2,339,316,78,29,button51,968,330,51,45,button61
130,2,336,315,78,30,button51,966,330,51,45,button61
131,2,333,315,78,30,button51,965,331,51,45,button61
132,2,329,316,78,30,button51,962,331,51,45,button61
133,2,326,318,78,30,button51,959,332,52,45,button61
134,2,323,321,79,30,button51,957,334,52,45,button61
135,2,320,323,79,30,button51,955,336,52,46,button61
136,2,317,325,79,30,button51,953,338,52,45,button61
137,2,314,327,79,30,button51,952,341,52,45,button61
138,2,311,328,79,30,button51,950,342,52,45,button61
139,2,307,329,79,30,button51,947,343,52,45,button61
140,2,302,330,79,30,button51,944,344,52,45,button61
141,2,296,331,80,30,button51,940,344,52,46,button61
142,2,288,331,81,31,button51,935,345,52,46,button61
143,2,279,329,81,31,button51,930,345,52,46,button61
144,2,269,326,82,31,button51,925,345,52,46,button61
145,2,259,324,83,31,button51,921,344,52,46,button61
146,2,251,322,83,31,button51,915,344,53,46,button61
147,2,242,320,83,31,button51,909,343,53,46,button61
148,2,234,318,83,31,button51,902,343,53,46,button61
149,2,225,317,83,31,button51,895,342,53,46,button61
150,2,217,317,82,31,button51,889,341,53,46,button61
151,2,210,317,82,31,button51,884,340,53,46,button61
152,2,202,317,82,31,button51,879,339,53,46,button61
153,2,195,316,83,31,button51,875,338,53,46,button61
154,2,188,315,83,32,button51,872,338,53,46,button61
155,2,181,315,83,32,button51,868,338,53,46,button61
156,2,176,316,83,32,button51,865,339,53,46,button61
157,2,170,316,83,32,button51,860,339,53,47,button61
158,2,165,318,83,32,button51,856,340,53,47,button61
159,2,162,321,83,31,button51,852,342,53,46,button61
160,2,158,323,83,31,button51,848,343,53,46,button61
161,2,152,324,83,32,button51,844,343,53,46,button61
162,2,146,326,83,32,button51,839,344,53,47,button61
163,2,139,328,83,32,button51,834,346,54,47,button61
164,2,133,331,83,32,button51,828,348,53,47,button61
165,2,127,334,83,32,button51,823,349,53,47,button61
166,2,122,337,83,32,button51,818,351,53,46,button61
167,2,119,339,82,31,button51,814,352,53,46,button61
168,2,115,339,83,31,button51,811,353,53,46,button61
169,2,110,338,83,32,button51,809,354,53,46,button61
170,2,106,337,83,32,button51,807,354,53,46,button61
171,2,103,337,83,32,button51,806,354,53,46,button61
172,2,99,337,83,32,button51,804,354,53,46,button61
173,2,96,337,83,32,button51,803,353,53,46,button61
174,2,95,337,83,32,button51,802,353,53,46,button61
175,2,94,338,83,32,button51,801,354,53,46,button61
176,2,91,338,83,32,button51,800,355,53,46,button61
177,2,87,338,84,32,button51,799,356,53,46,button61
178,2,81,337,85,32,button51,799,356,53,46,button61
179,2,74,337,85,32,button51,798,356,53,47,button61
180,2,67,339,86,33,button51,797,357,54,47,button61
181,2,60,342,87,33,button51,796,359,54,47,button61
182,2,52,344,88,33,button51,795,361,54,47,button61
183,2,43,347,89,34,button51,794,364,55,48,button61
184,2,35,351,89,34,button51,792,367,55,48,button61
